IntZone,IntZoneName,CA,CAName,HSCP,HSCPName,HB,HBName,Country
S02000701,Milton West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000705,Anniesland West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000703,Knightswood West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000700,Maryhill West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000704,Maryhill East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000707,Yoker North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000708,Milton East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000710,Summerston North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000709,Blairdardie East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000713,Summerston Central and West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000711,Blairdardie West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000712,Drumchapel South,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000714,Drumry West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000715,Drumchapel North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000716,Drumry East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000720,Lochaber East and North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000718,Lochaber West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000717,Fort William South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000719,Fort William North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000721,Badenoch and Strathspey South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000723,Badenoch and Strathspey Central,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000724,Skye South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000722,Loch Ness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000726,Badenoch and Strathspey North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000725,Lochalsh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000727,Inverness East Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000728,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000729,Inverness Inshes and Slackbuie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000745,Skye North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000730,Inverness Lochardil and Holm Mains,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000738,Nairn Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000731,Inverness Kinmylies and South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000732,Inverness Drummond,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000733,Inverness Hilton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000734,Inverness Drakies,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000737,Inverness Westhill,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000735,Inverness Ballifeary and Dalneigh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000736,Inverness Crown and Haugh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000742,"Inverness Central, Raigmore and Longman",S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000739,Inverness Muirtown,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000740,Inverness Smithton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000741,Inverness Scorguie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000746,Skye North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000751,Ross and Cromarty South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000744,Inverness Merkinch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000743,Inverness Culloden and Balloch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000748,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000747,Conon and Muir of Ord,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000754,Ross and Cromarty Central,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000753,Black Isle North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000749,Nairn West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000750,Nairn East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000752,Dingwall,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000757,Ross and Cromarty East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000756,Invergordon,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000755,Alness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000758,Seaboard,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000759,Tain,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000760,Ross and Cromarty North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000761,Sutherland South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000762,Sutherland East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000764,Sutherland North and West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000763,Caithness South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000767,Caithness North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000765,Wick South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000766,Wick North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000768,Caithness North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000770,Thurso West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000769,Thurso East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S02000772,"Kilmacolm, Quarriers, Greenock Upper East/Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000773,Inverkip and Wemyss Bay,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000771,Kilmacolm Central,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000774,Port Glasgow Upper East,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000775,"Port Glasgow Mid, East and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000776,"Port Glasgow Upper, West and Central",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000777,"West Braeside, East Inverkip and West Gourock",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000778,Greenock East,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000781,Greenock Town Centre and East Central,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000779,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000782,"Braeside, Branchton, Lower Larkfield and Ravenscra",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000780,Greenock Upper Central,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000783,"Lower Bow & Larkfield, Fancy Farm, Mallard Bowl",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000785,"Gourock Central, Upper East and IRH",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000784,Greenock West and Central,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000786,Gourock Upper and West Central & Upper Larkfield,S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000787,"Gourock East, Greenock West and Lyle Road",S12000018,Inverclyde,S37000017,Inverclyde,S08000031,NHS Greater Glasgow and Clyde,S92000003
S02000788,Rural South Midlothian,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000794,Pathhead and Rural East Midlothian,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000789,Penicuik Southeast,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000790,Penicuik Southwest,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000791,Penicuik East,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000793,Gorebridge and Middleton,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000792,Penicuik North,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000797,Pentland,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000795,North Gorebridge,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000798,Newtongrange,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000796,Newbattle and Dalhousie,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000799,Mayfield,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000800,Bonnyrigg South,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000802,Bonnyrigg North,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000801,Easthouses,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000803,Loanhead,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000804,Eskbank,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000805,Dalkeith,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000806,Thornybank,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000807,Shawfair,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
S02000808,South Speyside and the Cabrach,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000810,Rural Keith and Strathisla,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000809,North Speyside,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000812,"Rafford, Dallas, Dyke to Dava",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000811,Keith and Fife Keith,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000816,"Heldon West, Fogwatt to Inchberry",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000813,"Fochabers, Aultmore, Clochan and Ordiquish",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000814,Forres South West and Mannachie,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000815,"Findhorn, Kinloss and Pluscarden Valley",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000817,Forres Central East and seaward,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000821,"Mosstodloch, Portgordon and seaward",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000818,New Elgin West,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000826,"Lhanbryde, Urquhart, Pitgavney and seaward",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000820,"Cullen, Portknockie, Findochty, Drybridge and Berr",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000819,New Elgin East,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000823,Elgin Cathedral to Ashgrove and Pinefield,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000822,Elgin Central West,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000824,Elgin Bishopmill East and Ladyhill,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000825,Elgin Bishopmill West and Newfield,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000827,Buckie West and Mains of Buckie,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000828,Buckie Central East,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000829,"Burghead, Roseisle and Laich",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000830,Lossiemouth East and Seatown,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000831,Lossiemouth West,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
S02000832,Arran,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000842,Springside and Rural,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000833,Irvine Tarryholme,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000834,Dreghorn,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000835,Irvine Fullarton,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000836,Irvine Broomlands,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000838,Irvine Central,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000837,Irvine Bourtreehill,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000840,Irvine Girdle Toll and Staneca,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000839,Irvine East,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000841,Irvine Castlepark South,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000845,Irvine Castlepark North,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000843,Irvine Perceton and Lawthorn,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000844,Stevenston Ardeer,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000846,Saltcoats Central,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000847,Stevenston North West,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000848,Saltcoats North West,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000849,Ardrossan Central,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000851,Kilwinning West and Blacklan,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000850,Stevenston Hayocks,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000852,Saltcoats North East,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000854,Ardrossan North West,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000853,Kilwinning Pennyburn,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000856,Kilwinning Whitehirst Park and Woodside,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000857,Kilwinning Central and North,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000855,Ardrossan North East,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000860,Fairlie and Rural,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000858,West Kilbride and Seamill,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000859,Dalry East and Rural,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000861,Dalry West,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000862,Beith East and Rural,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000863,Kilbirnie South and Longbar,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000864,Beith West,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000865,Kilbirnie North,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000866,Largs Central and Cumbrae,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000867,Skelmorlie and Rural,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000868,Largs South,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000869,Largs North,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S02000870,Overtown,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000871,Pather,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000874,Netherton and Kirkhill,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000873,Wishaw South,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000872,Wishaw East,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000875,Newmains,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000878,Craigneuk Wishaw,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000877,Wishaw North,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000876,Muirhouse and Knowetop,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000879,Ladywell,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000881,Motherwell South,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000880,Coltness,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000882,Motherwell West,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000884,Allanton,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000886,Forgewood,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000883,Motherwell North,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000885,Cleland,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000887,"Carfin, Cleekhimin and New Stevenston",S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000888,Orbiston,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000889,Stane,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000896,Carfin North,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000890,Milnwood,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000891,Newarthill,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000893,Holytown,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000892,Bellshill South,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000894,Shotts,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000895,Fallside,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000898,Bellshill Central,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000897,Hattonrigg,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000899,Viewpark,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000901,Birkenshaw,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000903,Chapelhall East,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000900,Shawhead and Whifflet,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000904,Greenend and Carnbroe,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000902,Chapelhall West,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000905,Kirkshaws,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
S02000906,Harthill and Salsburgh,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
